,date,year,month,day,dow,holiday,decade,prevcalls,sum,calls
929,2023-01-11,2023,1,11,2,0,1,59,1012105,38
930,2023-01-12,2023,1,12,3,0,1,38,1012105,42
931,2023-01-13,2023,1,13,4,0,1,42,1012105,54
932,2023-01-16,2023,1,16,0,0,2,54,1012105,75
933,2023-01-17,2023,1,17,1,0,2,75,1012105,52
934,2023-01-18,2023,1,18,2,0,2,52,1012105,51
935,2023-01-19,2023,1,19,3,0,2,51,1012105,48
936,2023-01-20,2023,1,20,4,0,2,48,1012105,31
937,2023-01-23,2023,1,23,0,0,2,31,1012105,75
938,2023-01-24,2023,1,24,1,0,2,75,1012105,41
939,2023-01-25,2023,1,25,2,0,2,41,1012105,44
940,2023-01-26,2023,1,26,3,0,3,44,1012105,37
941,2023-01-27,2023,1,27,4,0,3,37,1012105,59
942,2023-01-28,2023,1,28,5,1,3,59,1012105,2
943,2023-01-30,2023,1,30,0,0,3,2,1012105,47
944,2023-01-31,2023,1,31,1,0,3,47,1012105,55
945,2023-02-01,2023,2,1,2,0,1,55,982266,62
946,2023-02-02,2023,2,2,3,0,1,62,982266,84
947,2023-02-03,2023,2,3,4,0,1,84,982266,58
948,2023-02-06,2023,2,6,0,0,1,58,982266,80
949,2023-02-07,2023,2,7,1,0,2,80,982266,87
950,2023-02-08,2023,2,8,2,0,2,87,982266,93
951,2023-02-09,2023,2,9,3,0,2,93,982266,68
952,2023-02-10,2023,2,10,4,0,2,68,982266,54
953,2023-02-13,2023,2,13,0,0,2,54,982266,63
954,2023-02-14,2023,2,14,1,0,2,63,982266,44
955,2023-02-15,2023,2,15,2,0,2,44,982266,48
956,2023-02-16,2023,2,16,3,0,2,48,982266,68
957,2023-02-17,2023,2,17,4,0,2,68,982266,66
958,2023-02-18,2023,2,18,5,1,2,66,982266,1
959,2023-02-20,2023,2,20,0,0,2,1,982266,66
960,2023-02-21,2023,2,21,1,0,2,66,982266,69
961,2023-02-22,2023,2,22,2,0,2,69,982266,60
962,2023-02-24,2023,2,24,4,1,2,60,982266,4
963,2023-02-25,2023,2,25,5,1,2,4,982266,1
964,2023-02-27,2023,2,27,0,0,3,1,982266,57
965,2023-02-28,2023,2,28,1,0,3,57,982266,67
966,2023-03-01,2023,3,1,2,0,1,67,0,68
967,2023-03-02,2023,3,2,3,0,1,68,0,63
968,2023-03-03,2023,3,3,4,0,1,63,0,55
969,2023-03-04,2023,3,4,5,1,1,55,0,1
970,2023-03-06,2023,3,6,0,0,1,1,0,71
971,2023-03-07,2023,3,7,1,0,2,71,0,69
972,2023-03-09,2023,3,9,3,0,2,69,0,61
973,2023-03-10,2023,3,10,4,0,2,61,0,54
974,2023-03-12,2023,3,12,6,1,2,54,0,1
975,2023-03-13,2023,3,13,0,0,2,1,0,77
976,2023-03-14,2023,3,14,1,0,2,77,0,58
